system,sample_idx,latency_ms
Proposed_Edge_BC,119,98.1
Proposed_Edge_BC,120,71.0
Proposed_Edge_BC,121,118.0
Proposed_Edge_BC,122,118.0
Proposed_Edge_BC,123,84.6
Proposed_Edge_BC,124,108.7
Proposed_Edge_BC,125,100.5
Proposed_Edge_BC,126,127.0
Proposed_Edge_BC,127,77.2
Proposed_Edge_BC,128,100.4
Proposed_Edge_BC,129,120.8
Proposed_Edge_BC,130,121.1
Proposed_Edge_BC,131,134.7
Proposed_Edge_BC,132,80.4
Proposed_Edge_BC,133,135.0
Proposed_Edge_BC,134,128.9
Proposed_Edge_BC,135,102.4
Proposed_Edge_BC,136,102.8
Proposed_Edge_BC,137,142.5
Proposed_Edge_BC,138,105.7
Proposed_Edge_BC,139,93.9
Proposed_Edge_BC,140,121.6
Proposed_Edge_BC,141,76.0
Proposed_Edge_BC,142,112.0
Proposed_Edge_BC,143,101.6
Proposed_Edge_BC,144,115.7
Proposed_Edge_BC,145,142.7
Proposed_Edge_BC,146,118.6
Proposed_Edge_BC,147,115.6
Proposed_Edge_BC,148,125.0
Proposed_Edge_BC,149,105.3
Proposed_Edge_BC,150,135.4
Proposed_Edge_BC,151,68.5
Proposed_Edge_BC,152,100.4
Proposed_Edge_BC,153,130.0
Proposed_Edge_BC,154,151.6
Proposed_Edge_BC,155,83.4
Proposed_Edge_BC,156,121.6
Proposed_Edge_BC,157,92.3
Proposed_Edge_BC,158,108.7
Proposed_Edge_BC,159,109.7
Proposed_Edge_BC,160,109.0
Proposed_Edge_BC,161,104.3
Proposed_Edge_BC,162,80.9
Proposed_Edge_BC,163,134.1
Proposed_Edge_BC,164,121.3
Proposed_Edge_BC,165,126.6
Proposed_Edge_BC,166,86.6
Proposed_Edge_BC,167,94.7
Proposed_Edge_BC,168,119.9
Proposed_Edge_BC,169,72.5
Proposed_Edge_BC,170,130.5
Proposed_Edge_BC,171,98.6
Proposed_Edge_BC,172,101.6
Proposed_Edge_BC,173,128.6
Proposed_Edge_BC,174,98.7
Proposed_Edge_BC,175,93.4
Proposed_Edge_BC,176,71.8
Proposed_Edge_BC,177,116.5
Proposed_Edge_BC,178,128.7
Proposed_Edge_BC,179,121.0
Proposed_Edge_BC,180,122.5
Proposed_Edge_BC,181,82.7
Proposed_Edge_BC,182,111.3
Proposed_Edge_BC,183,113.8
Proposed_Edge_BC,184,114.1
Proposed_Edge_BC,185,104.3
Proposed_Edge_BC,186,119.5
Proposed_Edge_BC,187,136.1
Proposed_Edge_BC,188,108.9
Proposed_Edge_BC,189,108.4
Proposed_Edge_BC,190,124.8
Proposed_Edge_BC,191,121.8
Proposed_Edge_BC,192,104.3
Proposed_Edge_BC,193,109.3
Proposed_Edge_BC,194,78.8
Proposed_Edge_BC,195,118.7
Proposed_Edge_BC,196,73.6
Proposed_Edge_BC,197,85.1
Proposed_Edge_BC,198,105.9
Proposed_Edge_BC,199,89.1
Proposed_Edge_BC,200,133.7
Proposed_Edge_BC,201,92.1
Proposed_Edge_BC,202,110.4
Proposed_Edge_BC,203,135.6
Proposed_Edge_BC,204,104.0
Proposed_Edge_BC,205,106.8
Proposed_Edge_BC,206,124.0
Proposed_Edge_BC,207,118.4
Proposed_Edge_BC,208,120.0
Proposed_Edge_BC,209,126.9
Proposed_Edge_BC,210,117.2
Proposed_Edge_BC,211,115.0
Proposed_Edge_BC,212,128.1
Proposed_Edge_BC,213,98.1
Proposed_Edge_BC,214,76.6
Proposed_Edge_BC,215,126.7
Proposed_Edge_BC,216,110.6
Proposed_Edge_BC,217,128.0
Proposed_Edge_BC,218,104.6
Proposed_Edge_BC,219,99.9
Proposed_Edge_BC,220,102.3
Proposed_Edge_BC,221,126.0
Proposed_Edge_BC,222,113.0
Proposed_Edge_BC,223,120.3
Proposed_Edge_BC,224,127.4
Proposed_Edge_BC,225,127.8
Proposed_Edge_BC,226,115.5
Proposed_Edge_BC,227,102.4
Proposed_Edge_BC,228,126.7
Proposed_Edge_BC,229,115.5
Proposed_Edge_BC,230,111.2
Proposed_Edge_BC,231,92.5
Proposed_Edge_BC,232,112.9
Proposed_Edge_BC,233,34.8
Proposed_Edge_BC,234,91.0
Proposed_Edge_BC,235,115.1
Proposed_Edge_BC,236,84.4
Proposed_Edge_BC,237,111.1
Proposed_Edge_BC,238,113.5
Proposed_Edge_BC,239,98.8
Proposed_Edge_BC,240,89.7
Proposed_Edge_BC,241,111.2
Proposed_Edge_BC,242,99.2
Proposed_Edge_BC,243,135.0
Proposed_Edge_BC,244,131.9
Proposed_Edge_BC,245,125.4
Proposed_Edge_BC,246,112.5
Proposed_Edge_BC,247,94.2
Proposed_Edge_BC,248,100.8
Proposed_Edge_BC,249,86.5
Proposed_Edge_BC,250,124.4
Proposed_Edge_BC,251,90.3
Proposed_Edge_BC,252,113.4
Proposed_Edge_BC,253,93.7
Proposed_Edge_BC,254,93.6
Proposed_Edge_BC,255,109.4
Proposed_Edge_BC,256,146.1
Proposed_Edge_BC,257,138.2
Proposed_Edge_BC,258,104.9
Proposed_Edge_BC,259,91.4
Proposed_Edge_BC,260,105.9
Proposed_Edge_BC,261,142.5
Proposed_Edge_BC,262,83.2
Proposed_Edge_BC,263,121.5
Proposed_Edge_BC,264,113.7
Proposed_Edge_BC,265,103.3
Proposed_Edge_BC,266,85.9
Proposed_Edge_BC,267,118.1
Proposed_Edge_BC,268,100.8
Proposed_Edge_BC,269,114.9
Proposed_Edge_BC,270,94.3
Proposed_Edge_BC,271,109.6
Proposed_Edge_BC,272,114.1
Proposed_Edge_BC,273,89.5
Proposed_Edge_BC,274,100.5
Proposed_Edge_BC,275,85.8
Proposed_Edge_BC,276,120.6
Proposed_Edge_BC,277,117.0
Proposed_Edge_BC,278,92.2
Proposed_Edge_BC,279,100.0
Proposed_Edge_BC,280,109.6
Proposed_Edge_BC,281,93.9
Proposed_Edge_BC,282,109.9
Proposed_Edge_BC,283,119.1
Proposed_Edge_BC,284,80.3
Proposed_Edge_BC,285,103.2
Proposed_Edge_BC,286,81.2
Proposed_Edge_BC,287,112.9
Proposed_Edge_BC,288,108.3
Proposed_Edge_BC,289,118.1
Proposed_Edge_BC,290,111.3
Proposed_Edge_BC,291,112.7
Proposed_Edge_BC,292,132.6
Proposed_Edge_BC,293,106.3
Proposed_Edge_BC,294,124.2
Proposed_Edge_BC,295,94.6
Proposed_Edge_BC,296,91.0
Proposed_Edge_BC,297,121.4
Proposed_Edge_BC,298,102.6
Proposed_Edge_BC,299,104.3
Proposed_Edge_BC,300,119.6
Proposed_Edge_BC,301,128.7
Proposed_Edge_BC,302,119.0
Proposed_Edge_BC,303,109.7
Proposed_Edge_BC,304,113.3
Proposed_Edge_BC,305,97.5
Proposed_Edge_BC,306,76.6
Proposed_Edge_BC,307,122.6
Proposed_Edge_BC,308,92.1
Proposed_Edge_BC,309,93.0
Proposed_Edge_BC,310,113.2
Proposed_Edge_BC,311,122.0
Proposed_Edge_BC,312,115.8
Proposed_Edge_BC,313,87.0
Proposed_Edge_BC,314,117.4
Proposed_Edge_BC,315,102.5
Proposed_Edge_BC,316,83.0
Proposed_Edge_BC,317,138.1
Proposed_Edge_BC,318,95.4
Proposed_Edge_BC,319,127.3
Proposed_Edge_BC,320,102.3
Proposed_Edge_BC,321,145.6
Proposed_Edge_BC,322,117.8
Proposed_Edge_BC,323,123.3
Proposed_Edge_BC,324,107.8
Proposed_Edge_BC,325,119.0
Proposed_Edge_BC,326,129.8
Proposed_Edge_BC,327,109.9
Proposed_Edge_BC,328,114.7
Proposed_Edge_BC,329,110.0
Proposed_Edge_BC,330,117.9
Proposed_Edge_BC,331,70.7
Proposed_Edge_BC,332,89.9
Proposed_Edge_BC,333,109.4
Proposed_Edge_BC,334,115.1
Proposed_Edge_BC,335,86.8
Proposed_Edge_BC,336,77.4
Proposed_Edge_BC,337,102.4
Proposed_Edge_BC,338,100.6
Proposed_Edge_BC,339,123.2
Proposed_Edge_BC,340,96.7
Proposed_Edge_BC,341,134.3
Proposed_Edge_BC,342,118.8
Proposed_Edge_BC,343,89.0
Proposed_Edge_BC,344,88.8
Proposed_Edge_BC,345,152.7
Proposed_Edge_BC,346,136.3
Proposed_Edge_BC,347,108.0
Proposed_Edge_BC,348,116.5
Proposed_Edge_BC,349,125.8
Proposed_Edge_BC,350,110.8
Proposed_Edge_BC,351,97.9
Proposed_Edge_BC,352,84.2
Proposed_Edge_BC,353,120.6
Proposed_Edge_BC,354,99.7
Proposed_Edge_BC,355,101.6
Proposed_Edge_BC,356,102.5
Proposed_Edge_BC,357,107.4
Proposed_Edge_BC,358,101.3
Proposed_Edge_BC,359,112.2
Proposed_Edge_BC,360,105.5
Proposed_Edge_BC,361,89.0
Proposed_Edge_BC,362,123.4
Proposed_Edge_BC,363,108.3
Proposed_Edge_BC,364,128.9
Proposed_Edge_BC,365,99.9
Proposed_Edge_BC,366,104.8
Proposed_Edge_BC,367,141.4
Proposed_Edge_BC,368,76.7
Proposed_Edge_BC,369,108.4
Proposed_Edge_BC,370,53.2
Proposed_Edge_BC,371,75.5
Proposed_Edge_BC,372,93.9
Proposed_Edge_BC,373,106.0
Proposed_Edge_BC,374,94.8
Proposed_Edge_BC,375,114.4
Proposed_Edge_BC,376,98.2
Proposed_Edge_BC,377,104.7
Proposed_Edge_BC,378,81.9
Proposed_Edge_BC,379,89.9
Proposed_Edge_BC,380,127.4
Proposed_Edge_BC,381,105.1
Proposed_Edge_BC,382,110.1
Proposed_Edge_BC,383,135.0
Proposed_Edge_BC,384,83.2
Proposed_Edge_BC,385,82.2
Proposed_Edge_BC,386,117.7
Proposed_Edge_BC,387,121.5
Proposed_Edge_BC,388,126.7
Proposed_Edge_BC,389,100.8
Proposed_Edge_BC,390,85.6
Proposed_Edge_BC,391,121.2
Proposed_Edge_BC,392,96.4
Proposed_Edge_BC,393,126.7
Proposed_Edge_BC,394,133.1
Proposed_Edge_BC,395,120.6
Proposed_Edge_BC,396,117.3
Proposed_Edge_BC,397,85.6
Proposed_Edge_BC,398,82.8
Proposed_Edge_BC,399,114.5
Proposed_Edge_BC,400,106.9
Proposed_Edge_BC,401,102.9
Proposed_Edge_BC,402,117.1
Proposed_Edge_BC,403,117.1
Proposed_Edge_BC,404,127.2
Proposed_Edge_BC,405,91.8
Proposed_Edge_BC,406,122.5
Proposed_Edge_BC,407,125.7
Proposed_Edge_BC,408,142.5
Proposed_Edge_BC,409,111.9
Proposed_Edge_BC,410,120.6
Proposed_Edge_BC,411,126.3
Proposed_Edge_BC,412,97.8
Proposed_Edge_BC,413,95.5
Proposed_Edge_BC,414,115.6
Proposed_Edge_BC,415,126.8
Proposed_Edge_BC,416,88.8
Proposed_Edge_BC,417,99.7
Proposed_Edge_BC,418,136.1
Proposed_Edge_BC,419,106.4
Proposed_Edge_BC,420,109.3
Proposed_Edge_BC,421,93.4
Proposed_Edge_BC,422,96.9
Proposed_Edge_BC,423,117.4
Proposed_Edge_BC,424,86.5
Proposed_Edge_BC,425,90.4
Proposed_Edge_BC,426,91.3
Proposed_Edge_BC,427,123.3
Proposed_Edge_BC,428,88.5
Proposed_Edge_BC,429,103.0
Proposed_Edge_BC,430,128.1
Proposed_Edge_BC,431,122.7
Proposed_Edge_BC,432,118.1
Proposed_Edge_BC,433,125.1
Proposed_Edge_BC,434,126.5
Proposed_Edge_BC,435,139.0
Proposed_Edge_BC,436,92.5
Proposed_Edge_BC,437,77.6
Proposed_Edge_BC,438,113.7
Proposed_Edge_BC,439,144.6
Proposed_Edge_BC,440,140.6
Proposed_Edge_BC,441,128.4
Proposed_Edge_BC,442,87.8
Proposed_Edge_BC,443,115.8
Proposed_Edge_BC,444,101.5
Proposed_Edge_BC,445,105.5
Proposed_Edge_BC,446,98.8
Proposed_Edge_BC,447,88.9
Proposed_Edge_BC,448,123.5
Proposed_Edge_BC,449,127.3
Proposed_Edge_BC,450,94.6
Proposed_Edge_BC,451,140.9
Proposed_Edge_BC,452,123.0
Proposed_Edge_BC,453,101.7
Proposed_Edge_BC,454,115.4
Proposed_Edge_BC,455,101.9
Proposed_Edge_BC,456,110.4
Proposed_Edge_BC,457,84.3
Proposed_Edge_BC,458,117.7
Proposed_Edge_BC,459,84.1
Proposed_Edge_BC,460,124.4
Proposed_Edge_BC,461,127.0
Proposed_Edge_BC,462,122.2
Proposed_Edge_BC,463,127.0
Proposed_Edge_BC,464,113.5
Proposed_Edge_BC,465,115.1
Proposed_Edge_BC,466,103.5
Proposed_Edge_BC,467,126.8
Proposed_Edge_BC,468,107.6
Proposed_Edge_BC,469,135.1
Proposed_Edge_BC,470,134.3
Proposed_Edge_BC,471,102.3
Proposed_Edge_BC,472,113.1
Proposed_Edge_BC,473,96.9
Proposed_Edge_BC,474,137.8
Proposed_Edge_BC,475,122.8
Proposed_Edge_BC,476,121.0
Proposed_Edge_BC,477,98.3
Proposed_Edge_BC,478,145.6
Proposed_Edge_BC,479,110.6
Proposed_Edge_BC,480,110.0
Proposed_Edge_BC,481,133.8
Proposed_Edge_BC,482,113.0
Proposed_Edge_BC,483,109.0
Proposed_Edge_BC,484,108.9
Proposed_Edge_BC,485,88.0
Proposed_Edge_BC,486,113.8
Proposed_Edge_BC,487,88.7
Proposed_Edge_BC,488,115.0
Proposed_Edge_BC,489,108.2
Proposed_Edge_BC,490,90.3
Proposed_Edge_BC,491,114.6
Proposed_Edge_BC,492,112.4
Proposed_Edge_BC,493,71.6
Proposed_Edge_BC,494,136.3
Proposed_Edge_BC,495,106.0
Proposed_Edge_BC,496,135.2
Proposed_Edge_BC,497,132.1
Proposed_Edge_BC,498,109.3
Proposed_Edge_BC,499,132.7
Proposed_Edge_BC,500,126.3
Proposed_Edge_BC,501,113.4
Proposed_Edge_BC,502,81.4
Proposed_Edge_BC,503,112.2
Proposed_Edge_BC,504,126.2
Proposed_Edge_BC,505,125.7
Proposed_Edge_BC,506,120.7
Proposed_Edge_BC,507,146.8
Proposed_Edge_BC,508,116.7
Proposed_Edge_BC,509,107.7
Proposed_Edge_BC,510,77.2
Proposed_Edge_BC,511,95.1
Proposed_Edge_BC,512,103.9
Proposed_Edge_BC,513,94.8
Proposed_Edge_BC,514,84.2
Proposed_Edge_BC,515,133.9
Proposed_Edge_BC,516,105.2
Proposed_Edge_BC,517,116.1
Proposed_Edge_BC,518,135.6
Proposed_Edge_BC,519,119.7
Proposed_Edge_BC,520,95.8
Proposed_Edge_BC,521,122.2
Proposed_Edge_BC,522,77.5
Proposed_Edge_BC,523,97.2
Proposed_Edge_BC,524,140.5
Proposed_Edge_BC,525,95.4
Proposed_Edge_BC,526,105.5
Proposed_Edge_BC,527,101.6
Proposed_Edge_BC,528,93.0
Proposed_Edge_BC,529,133.9
Proposed_Edge_BC,530,109.7
Proposed_Edge_BC,531,97.5
Proposed_Edge_BC,532,90.3
Proposed_Edge_BC,533,131.0
Proposed_Edge_BC,534,115.1
Proposed_Edge_BC,535,113.0
Proposed_Edge_BC,536,103.4
Proposed_Edge_BC,537,97.3
Proposed_Edge_BC,538,96.6
Proposed_Edge_BC,539,115.1
Proposed_Edge_BC,540,96.7
Proposed_Edge_BC,541,116.3
Proposed_Edge_BC,542,107.3
Proposed_Edge_BC,543,105.2
Proposed_Edge_BC,544,125.2
Proposed_Edge_BC,545,110.7
Proposed_Edge_BC,546,115.9
Proposed_Edge_BC,547,109.8
Proposed_Edge_BC,548,98.8
Proposed_Edge_BC,549,75.9
Proposed_Edge_BC,550,111.3
Proposed_Edge_BC,551,118.6
Proposed_Edge_BC,552,93.0
Proposed_Edge_BC,553,84.7
Proposed_Edge_BC,554,97.4
Proposed_Edge_BC,555,125.8
Proposed_Edge_BC,556,112.1
Proposed_Edge_BC,557,144.0
Proposed_Edge_BC,558,117.5
Proposed_Edge_BC,559,98.9
Proposed_Edge_BC,560,97.7
Proposed_Edge_BC,561,119.4
Proposed_Edge_BC,562,120.6
Proposed_Edge_BC,563,128.7
Proposed_Edge_BC,564,123.9
Proposed_Edge_BC,565,100.7
Proposed_Edge_BC,566,115.3
Proposed_Edge_BC,567,97.9
Proposed_Edge_BC,568,85.7
Proposed_Edge_BC,569,91.8
Proposed_Edge_BC,570,113.0
Proposed_Edge_BC,571,89.2
Proposed_Edge_BC,572,71.2
Proposed_Edge_BC,573,122.9
Proposed_Edge_BC,574,84.5
Proposed_Edge_BC,575,84.6
Proposed_Edge_BC,576,127.7
Proposed_Edge_BC,577,118.1
Proposed_Edge_BC,578,130.1
Proposed_Edge_BC,579,117.4
Proposed_Edge_BC,580,146.6
Proposed_Edge_BC,581,133.3
Proposed_Edge_BC,582,83.3
Proposed_Edge_BC,583,87.7
Proposed_Edge_BC,584,115.3
Proposed_Edge_BC,585,78.8
Proposed_Edge_BC,586,120.2
Proposed_Edge_BC,587,100.5
Proposed_Edge_BC,588,140.7
Proposed_Edge_BC,589,133.3
Proposed_Edge_BC,590,98.9
Proposed_Edge_BC,591,109.7
Proposed_Edge_BC,592,89.7
Proposed_Edge_BC,593,118.1
Proposed_Edge_BC,594,106.2
Proposed_Edge_BC,595,128.1
Proposed_Edge_BC,596,126.4
Proposed_Edge_BC,597,132.5
Proposed_Edge_BC,598,125.2
Proposed_Edge_BC,599,88.3
Proposed_Edge_BC,600,77.4
Proposed_Edge_BC,601,101.4
Proposed_Edge_BC,602,105.1
Proposed_Edge_BC,603,104.3
Proposed_Edge_BC,604,93.0
Proposed_Edge_BC,605,103.6
Proposed_Edge_BC,606,126.3
Proposed_Edge_BC,607,93.7
Proposed_Edge_BC,608,80.3
Proposed_Edge_BC,609,84.4
Proposed_Edge_BC,610,105.7
Proposed_Edge_BC,611,102.6
Proposed_Edge_BC,612,118.6
Proposed_Edge_BC,613,97.1
Proposed_Edge_BC,614,113.0
Proposed_Edge_BC,615,103.1
Proposed_Edge_BC,616,141.9
Proposed_Edge_BC,617,94.1
Proposed_Edge_BC,618,136.2
Proposed_Edge_BC,619,127.8
Proposed_Edge_BC,620,138.9
Proposed_Edge_BC,621,119.8
Proposed_Edge_BC,622,126.7
Proposed_Edge_BC,623,111.5
Proposed_Edge_BC,624,129.4
Proposed_Edge_BC,625,88.9
Proposed_Edge_BC,626,117.0
Proposed_Edge_BC,627,76.5
Proposed_Edge_BC,628,116.6
Proposed_Edge_BC,629,129.9
Proposed_Edge_BC,630,108.0
Proposed_Edge_BC,631,63.8
Proposed_Edge_BC,632,102.0
Proposed_Edge_BC,633,118.8
Proposed_Edge_BC,634,120.4
Proposed_Edge_BC,635,102.1
Proposed_Edge_BC,636,107.2
Proposed_Edge_BC,637,103.3
Proposed_Edge_BC,638,139.8
Proposed_Edge_BC,639,121.6
Proposed_Edge_BC,640,125.4
Proposed_Edge_BC,641,96.1
Proposed_Edge_BC,642,130.1
Proposed_Edge_BC,643,117.0
Proposed_Edge_BC,644,107.0
Proposed_Edge_BC,645,113.0
Proposed_Edge_BC,646,91.3
Proposed_Edge_BC,647,84.2
Proposed_Edge_BC,648,123.3
Proposed_Edge_BC,649,85.6
Proposed_Edge_BC,650,108.5
Proposed_Edge_BC,651,108.7
Proposed_Edge_BC,652,144.1
Proposed_Edge_BC,653,101.4
Proposed_Edge_BC,654,108.5
Proposed_Edge_BC,655,127.9
Proposed_Edge_BC,656,115.6
Proposed_Edge_BC,657,140.0
Proposed_Edge_BC,658,140.4
Proposed_Edge_BC,659,108.7
Proposed_Edge_BC,660,87.6
Proposed_Edge_BC,661,120.7
Proposed_Edge_BC,662,106.1
Proposed_Edge_BC,663,111.9
Proposed_Edge_BC,664,106.5
Proposed_Edge_BC,665,93.1
Proposed_Edge_BC,666,104.0
Proposed_Edge_BC,667,124.3
Proposed_Edge_BC,668,114.0
Proposed_Edge_BC,669,93.9
Proposed_Edge_BC,670,114.0
Proposed_Edge_BC,671,93.6
Proposed_Edge_BC,672,100.6
Proposed_Edge_BC,673,113.7
Proposed_Edge_BC,674,90.2
Proposed_Edge_BC,675,112.4
Proposed_Edge_BC,676,104.0
Proposed_Edge_BC,677,108.5
Proposed_Edge_BC,678,123.1
Proposed_Edge_BC,679,101.2
Proposed_Edge_BC,680,96.7
Proposed_Edge_BC,681,106.3
Proposed_Edge_BC,682,90.5
Proposed_Edge_BC,683,134.5
Proposed_Edge_BC,684,122.2
Proposed_Edge_BC,685,122.2
Proposed_Edge_BC,686,124.0
Proposed_Edge_BC,687,99.1
Proposed_Edge_BC,688,69.1
Proposed_Edge_BC,689,110.6
Proposed_Edge_BC,690,109.0
Proposed_Edge_BC,691,102.8
Proposed_Edge_BC,692,96.6
Proposed_Edge_BC,693,101.8
Proposed_Edge_BC,694,96.9
Proposed_Edge_BC,695,110.0
Proposed_Edge_BC,696,121.5
Proposed_Edge_BC,697,97.8
Proposed_Edge_BC,698,155.6
Proposed_Edge_BC,699,98.9
Proposed_Edge_BC,700,97.0
Proposed_Edge_BC,701,119.6
Proposed_Edge_BC,702,107.1
Proposed_Edge_BC,703,116.6
Proposed_Edge_BC,704,111.5
Proposed_Edge_BC,705,92.7
Proposed_Edge_BC,706,125.6
Proposed_Edge_BC,707,126.5
Proposed_Edge_BC,708,104.5
Proposed_Edge_BC,709,92.2
Proposed_Edge_BC,710,106.7
Proposed_Edge_BC,711,132.2
Proposed_Edge_BC,712,129.2
Proposed_Edge_BC,713,97.0
Proposed_Edge_BC,714,104.7
Proposed_Edge_BC,715,124.8
Proposed_Edge_BC,716,109.7
Proposed_Edge_BC,717,135.3
Proposed_Edge_BC,718,134.5
Proposed_Edge_BC,719,102.7
Proposed_Edge_BC,720,112.6
Proposed_Edge_BC,721,109.0
Proposed_Edge_BC,722,73.4
Proposed_Edge_BC,723,100.1
Proposed_Edge_BC,724,133.0
Proposed_Edge_BC,725,98.7
Proposed_Edge_BC,726,118.7
Proposed_Edge_BC,727,118.3
Proposed_Edge_BC,728,132.6
Proposed_Edge_BC,729,113.8
Proposed_Edge_BC,730,89.7
Proposed_Edge_BC,731,84.1
Proposed_Edge_BC,732,176.3
Proposed_Edge_BC,733,127.3
Proposed_Edge_BC,734,135.4
Proposed_Edge_BC,735,105.5
Proposed_Edge_BC,736,89.3
Proposed_Edge_BC,737,140.6
Proposed_Edge_BC,738,129.4
Proposed_Edge_BC,739,152.6
Proposed_Edge_BC,740,118.7
Proposed_Edge_BC,741,113.2
Proposed_Edge_BC,742,97.5
Proposed_Edge_BC,743,135.4
Proposed_Edge_BC,744,137.5
Proposed_Edge_BC,745,88.6
Proposed_Edge_BC,746,101.2
Proposed_Edge_BC,747,107.1
Proposed_Edge_BC,748,99.1
Proposed_Edge_BC,749,109.8
Proposed_Edge_BC,750,94.4
Proposed_Edge_BC,751,85.9
Proposed_Edge_BC,752,84.3
Proposed_Edge_BC,753,134.7
Proposed_Edge_BC,754,117.3
Proposed_Edge_BC,755,112.0
Proposed_Edge_BC,756,91.4
Proposed_Edge_BC,757,99.6
Proposed_Edge_BC,758,99.3
Proposed_Edge_BC,759,119.2
Proposed_Edge_BC,760,91.4
Proposed_Edge_BC,761,117.1
Proposed_Edge_BC,762,117.0
Proposed_Edge_BC,763,133.6
Proposed_Edge_BC,764,106.5
Proposed_Edge_BC,765,74.4
Proposed_Edge_BC,766,94.1
Proposed_Edge_BC,767,126.8
Proposed_Edge_BC,768,113.9
Proposed_Edge_BC,769,105.6
Proposed_Edge_BC,770,127.2
Proposed_Edge_BC,771,117.0
Proposed_Edge_BC,772,102.0
Proposed_Edge_BC,773,98.3
Proposed_Edge_BC,774,138.2
Proposed_Edge_BC,775,94.6
